text,true_label,predicted_label,predicted_score,github,protocol_id
116,note,seg,0.5889346,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198687/prot-198687--032.xml#L1125,prot-198687--032
40 avstod,note,seg,0.6390096,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201415/prot-201415--082.xml#L9836,prot-201415--082
Grefve Lagerberg,note,seg,0.5885866,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1884/prot-1884--fk--017.xml#L1938,prot-1884--fk--017
Nr 126,note,seg,0.6096203,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1974/prot-1974--126.xml#L2982,prot-1974--126
5 Svar på interpellation 201617335 om upploppet i Rinkeby,note,seg,0.61681855,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--082.xml#L4402,prot-201617--082
o 36 angående regleringen af utgifterna under riksstatens tredje hufvudtitel omfattande anslagen till utrikesdepartementet samt,note,seg,0.587554,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1893/prot-1893--ak--029.xml#L2524,prot-1893--ak--029
2 Onsdagen den 8 Maj,note,seg,0.59485686,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1908/prot-1908--ak--061.xml#L1677,prot-1908--ak--061
11 Anmälan om frågor för skriftliga svar,note,seg,0.63081336,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--082.xml#L4567,prot-201617--082
dels två likalydande motioner väckta den ena inom första kammaren av herr Tage Johansson m fl ( 1 755 ) och den andra inom andra kammaren av herr Eskel m fl ( II 914 ),note,seg,0.63417286,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1963/prot-1963--fk--027.xml#L10387,prot-1963--fk--027
76,note,seg,0.6376982,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/197980/prot-197980--033.xml#L6504,prot-197980--033
Den som vill att kammaren bifaller konstitutionsutskottets hemställan i betänkandet nr 49 punkten 1 mom a röstar ja,note,seg,0.60985285,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1972/prot-1972--121.xml#L4228,prot-1972--121
Herr Wiberg,note,seg,0.6096203,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1946/prot-1946--ak--037.xml#L1694,prot-1946--ak--037
Nr 121 förra propositionen vara med övervägande ja besvarad Sedan herr Hernelius begärt votering upplästes och godkändes ande voteringsproposition,note,seg,0.59485686,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1972/prot-1972--121.xml#L4214,prot-1972--121
Häruti instämde herrar Lyth Berg i Eksjö Waldenström i Visby och vice talmannen Sven Nilsson,note,seg,0.6068959,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1888/prot-1888--ak--011.xml#L4188,prot-1888--ak--011
I sammanhang med denna proposition hade utskottet till behandling förehaft följande inom Riksdagen väckta motioner nemligen inom Första Kammaren motionen no 28 af herr Ph Leman samt inom Andra Kammaren följande motioner no 160 af friherre F C E Barnekow no 161 af herr E A Lindblad no 164 af herr E A Smith no 167 af herr J E Ericsson i Ahlberga och no 185 af herr J J Byström,note,seg,0.63081336,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1902/prot-1902--ak--037.xml#L160,prot-1902--ak--037
109,note,seg,0.63417286,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/197778/prot-197778--121.xml#L546,prot-197778--121
Torsdagen den 19 maj f m,note,seg,0.6390096,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1927/prot-1927--fk--032.xml#L42,prot-1927--fk--032
No 9,note,seg,0.5885866,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1891/prot-1891--ak--009.xml#L2906,prot-1891--ak--009
I två likalydande till lagutskott hänvisade motioner nr 137 i första kammaren av herr Wohlin m fl och nr 307 i andra kammaren av herr Hagberg i Malmö m fl vilka motioner behandlats av första lagutskottet hade hemställts att riksdagen måtte i skrivelse till Kungl Majt anhålla dels om skyndsamt återupptagande av utredningen om revision av gällande näringsfrihetsförordning varvid särskild uppmärksamhet borde fästas vid frågan om näringsfrihetens begränsning genom uppställande av legala kompetensvillkor för rätten att idka hantverk dels ock därest denna utredning därtill kunde giva anledning om framläggande av förslag till lagbestämmelser i ämnet,note,seg,0.67725545,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1934/prot-1934--fk--024.xml#L2641,prot-1934--fk--024
Utskottet hade hemstält att Herr Johan Jönssons motion No 160 åsyftande en skrifvelse till Kongl Majt med begäran om utredning huruvida icke till förenkling i kommunikationssättet mellan domkapitlen och dem underlydande pastorer från konsistorierna utgående skrifvelser kunde af konsistorienotarierne expedieras direkte till vederbörande församlingar utan kontraktsprostens mellanhand samt om åtgärders vidtagande till vinnande af berörda mål icke måtte till någon Riksdagens åtgärd föranleda,note,seg,0.54955935,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1876/prot-1876--ak--028.xml#L4447,prot-1876--ak--028
o 43 i anledning af Kongl Majts proposition med förslag till lag angående bevisning inför rätta lag angående ändrad lydelse af 5 kap 1 8 ärfdabalken lag angående ändringar i 14 kap jordabalken samt lag angående ändring i förordningen angående handelsböcker och handelsräkningar den 4 maj 1855,note,seg,0.6096203,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1893/prot-1893--ak--029.xml#L2532,prot-1893--ak--029
Föredrogs ånyo och företogs punktvis till avgörande statsutskottets utlåtande nr 12 i anledning av Kungl Majts i statsverkspropositionen gjorda framställningar under Utgifter å driftbudgeten För flera huvudtitlar gemensamma frågor jämte i ämnet väckta motioner,note,seg,0.587554,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1947/prot-1947--fk--009.xml#L264,prot-1947--fk--009
Torsdagen den 14 april 1977,note,seg,0.5889346,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/197677/prot-197677--107.xml#L4504,prot-197677--107
Herr vice talmannen Danielson,note,seg,0.6390096,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1897/prot-1897--ak--016.xml#L2411,prot-1897--ak--016
herr Åström från nationella partiet Berglund Fredrik liberala samlingspartiet Ekelund nationella partiet Nilsson Johan Bruce liberala samlingspartiet Svensson nationella partiet greve Posse herr Lindh liberala samlingspartiet greve Hamilton Carl nationella partiet herr Asplund socialdemokratiska gruppen Widell nationella partiet Almer liberala samlingspartiet,note,seg,0.6376982,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1914/prot-1914-a-fk--005.xml#L231,prot-1914-a-fk--005
Nr 25,note,seg,0.5885866,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/197677/prot-197677--025.xml#L5339,prot-197677--025
Anf 53 SOFIA DAMM ( KD ),note,seg,0.5584909,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--082.xml#L4507,prot-201617--082
Herr ALEXANDERSON ( fp ),note,seg,0.60985285,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1955/prot-1955--fk--032.xml#L2060,prot-1955--fk--032
A att riksdagen måtte bifalla förevarande proposition,note,seg,0.67725545,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1952/prot-1952--ak--005.xml#L3722,prot-1952--ak--005
Vid omröstning genom uppresning förklarades flertalet av kammarens ledamöter ha röstat för japropositionen Då herr Molin begärde rösträkning verkställdes votering med omröstningsapparat Denna omröstning gav följande resultat,note,seg,0.54955935,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1972/prot-1972--121.xml#L4239,prot-1972--121
Herr Beckman,note,seg,0.59485686,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1904/prot-1904--ak--037.xml#L1129,prot-1904--ak--037
Lagförslag säkring Huru som helst säkert är att avgifterna komma att tungt om försäkring helasta arbetsgivarna och särskilt industrien Det finnes vissa in,note,seg,0.63081336,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1916/prot-1916--fk--082.xml#L4071,prot-1916--fk--082
r 143 med förslag till förordning om ändrad lydelse av 19 8 47 I mom och 48 2 mom i förordningen den 19 november 1914 om arvsskatt och skatt för gåva,note,seg,0.5889346,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1923/prot-1923--fk--019.xml#L139,prot-1923--fk--019
Onsdagen den 23 mars 1953 fm,note,seg,0.63417286,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1957/prot-1957--ak--009.xml#L2913,prot-1957--ak--009
Uti en inom Andra Kammaren väckt till bevillningsutskottet hänvisad motion no 118 hade herr P P Waldenström yrkat,note,seg,0.6390096,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1904/prot-1904--ak--037.xml#L1187,prot-1904--ak--037
Ang särskilt stöd åt det mindre jordbruket,note,seg,0.5584909,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1962/prot-1962--fk--014.xml#L3171,prot-1962--fk--014
36,note,seg,0.60985285,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1973/prot-1973--042.xml#L3023,prot-1973--042
Den som vill att kammaren bifaller konstitutionsutskottets hemstä betänkandet nr 49 punkten 3 röstar ja den det ej vill röstar nej,note,seg,0.67725545,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1972/prot-1972--121.xml#L4289,prot-1972--121
r 136 angående tecknande av aktier i ett för övertagande av aktiebolaget Svenska lantmännens banks rörelse bildat bankaktiebolag,note,seg,0.61681855,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1923/prot-1923--fk--019.xml#L116,prot-1923--fk--019
Måndagen de,note,seg,0.587554,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198485/prot-198485--143.xml#L762,prot-198485--143
6 Hänvisning av ärenden till utskott,note,seg,0.59485686,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--066.xml#L1478,prot-199596--066
Andra Kammarens Prot 1901 No 35 1,note,seg,0.63081336,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1905/prot-1905--ak--034.xml#L90,prot-1905--ak--034
Herr Lilienberg,note,seg,0.51970226,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1888/prot-1888--ak--011.xml#L4158,prot-1888--ak--011
mande fall minskat med särskilt maskinvärde som belöper å sådan del av fastigheten som är upplåten till användning i rörelse på sätt i 3 sägs Avser avgiftspliktig investering reparation av byggnad ingående i förvärvskällan rörelse skall som investeringskostnad anses belopp varmed reparationskostnaden överstiger två procent för år räknat av det i fastighetens taxeringsvärde året näst före taxeringsåret ingående byggnadsvärdet i förekommande fall minskat med särskilt maskinvärde,note,seg,0.5889346,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1951/prot-1951--ak--035.xml#L5494,prot-1951--ak--035
Fru SEGERSTEDT WIBERG ( fp ),note,seg,0.6390096,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1966/prot-1966--fk--013.xml#L310,prot-1966--fk--013
In fidem Herman Palmgren,note,seg,0.6376982,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1903/prot-1903--ak--067.xml#L2555,prot-1903--ak--067
Stöd till idrotte,note,seg,0.5885866,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1975/prot-1975--030.xml#L4544,prot-1975--030
Nr 42,note,seg,0.5584909,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1973/prot-1973--042.xml#L3011,prot-1973--042
Prot 198687100 2 april 1987,note,seg,0.54955935,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198687/prot-198687--100.xml#L10596,prot-198687--100
Statsrådet BRITT MOGÅRD erhöll ordet för att besvara Margot Håkanssons ( fp ) den 17 februari anmälda interpellation 197778,note,seg,0.6096203,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/197778/prot-197778--121.xml#L505,prot-197778--121
Anf 32 ADAM MARTTINEN ( SD ),note,seg,0.61681855,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--082.xml#L4492,prot-201617--082
Den som bifaller hvad första särskilda utskottet hemställt i memorial no 6 röstar,note,seg,0.587554,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1909/prot-1909--fk--047.xml#L2592,prot-1909--fk--047
S 4,note,seg,0.5889346,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1902/prot-1902--ak--037.xml#L115,prot-1902--ak--037
140 Lördagen den 1 juni e m,note,seg,0.6390096,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1929/prot-1929--ak--043.xml#L12438,prot-1929--ak--043
b ) å 1922 års stat ett förslagsanslag högst 100000 kronor samt,note,seg,0.5584909,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1921/prot-1921--ak--060.xml#L797,prot-1921--ak--060
Anf 155 BIRGITTA OHLSSON ( L ) replik,note,seg,0.67725545,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201516/prot-201516--116.xml#L8954,prot-201516--116
Anmäldes och godkändes bevillningsutskottets förslag till riksdagens skrivelse nr 342 till Konungen med anledning av Kungl Majts proposition med förslag till förordning om ändrad lydelse av 1 8 1 mom förordningen den 17 maj 1923 ( nr 116 ) angående skatt för hundar,note,seg,0.61681855,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1968/prot-1968--fk--038.xml#L2160,prot-1968--fk--038
46 Nr 16,note,seg,0.587554,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1948/prot-1948--ak--016.xml#L4369,prot-1948--ak--016
Efter uppläsning af Utskottets hemställan anförde,note,seg,0.59485686,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1877/prot-1877--ak--023.xml#L2394,prot-1877--ak--023
Anmäldes och godkändes statsutskottets förslag till Riksdagens skrifvelser till Konungen,note,seg,0.51970226,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1966/prot-1966--fk--013.xml#L237,prot-1966--fk--013
g 12,note,seg,0.5885866,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1876/prot-1876--ak--028.xml#L4439,prot-1876--ak--028
r 137 med förslag till kungörelser angående dels ändring i vissa delar av förordningen den 9 juni 1911 med tulltaxa för inkommande varor dels ändrad lydelse av 2 i förordningen den 13 december 1912 angående tullrestitution i vissa fall vid återutförsel av utländsk vara,note,seg,0.5584909,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1923/prot-1923--fk--019.xml#L120,prot-1923--fk--019
r 138 angående tillfälliga lönetillägg åt vissa vaktmästare och med dem jämförliga befattningshavare,note,seg,0.60985285,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1923/prot-1923--fk--019.xml#L127,prot-1923--fk--019
Herr Söderberg,note,seg,0.67725545,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1904/prot-1904--ak--037.xml#L1149,prot-1904--ak--037
Vid protokollet,note,seg,0.61681855,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201819/prot-201819--031.xml#L10771,prot-201819--031
Ja Den det ej vill röstar Nej,note,seg,0.59485686,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1909/prot-1909--fk--047.xml#L2596,prot-1909--fk--047
Ang skolväsendets centrala ledning m m,note,seg,0.6068959,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1963/prot-1963--fk--027.xml#L10351,prot-1963--fk--027
922,note,seg,0.63417286,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198788/prot-198788--068.xml#L280,prot-198788--068
Anf 187 Utrikesminister LAILA FREIVALDS ( s ),note,seg,0.6390096,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200304/prot-200304--050.xml#L12176,prot-200304--050
Utskottet hade i detta Utlåtande afstyrkt bifall till två lika lydande inom hvardera Kammaren afgifna motioner den ena af Herrar C 0 Bergman och Wilhelm Roos ( motionen No 37 inom Första Kammaren ) samt den andra af Herr H A Widmark m 4 ( motionen No 154 inom Andra Kammaren ) uti hvilka motioner var föreslaget att Riksdagen ville för sin del besluta och hos Kongl Majt i underdånighet anhålla att Kongl Majts nådiga förordning af den 29 Juni 1866 rörande dispositionsrätt till skogen å vissa skattehemman må öfverallt der afvittringarne äro afslutade upphöra att vara gällande,note,seg,0.6376982,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1881/prot-1881--ak--036.xml#L1701,prot-1881--ak--036
vilka tre namn i denna följd upptagits å gruppens alla valsedlar För socialdemokratiska gruppen uppfördes herr Wickman,note,seg,0.54955935,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1914/prot-1914-a-fk--005.xml#L298,prot-1914-a-fk--005
4 Första kammarens protokoll 1969 Nr 39,note,seg,0.61681855,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1969/prot-1969--fk--039.xml#L4731,prot-1969--fk--039
Till följd härav föredrogs nu ånyo sistnämnda memorial,note,seg,0.587554,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1927/prot-1927--fk--032.xml#L84,prot-1927--fk--032
till infrastrukturminister Tomas Eneroth ( S ),note,seg,0.59485686,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--048.xml#L3166,prot-201920--048
Överläggningen var härmed slutad,note,seg,0.6068959,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--066.xml#L1473,prot-199596--066
Vad utskottet i dessa utlåtanden hemställt bifölls,note,seg,0.63081336,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1969/prot-1969--fk--039.xml#L4676,prot-1969--fk--039
Skrivelse,note,seg,0.51970226,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201819/prot-201819--031.xml#L10730,prot-201819--031
Herr Wohlin,note,seg,0.6390096,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1934/prot-1934--fk--024.xml#L2667,prot-1934--fk--024
Ang slaktlagsfrågan,note,seg,0.5584909,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1927/prot-1927--fk--032.xml#L113,prot-1927--fk--032
att Riksdagen måtte i underdånig skrifvelse anhålla det Kongl Majt täcktes taga i öfvervägande huruvida icke till besparing för skolefonden inspektorsbefattningen vid Visingsö skolegods kunde indragas och de med denna befattning förenade göromål på vederbörande kronobetjening öfverflyttas,note,seg,0.54955935,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1880/prot-1880--ak--047.xml#L2821,prot-1880--ak--047
Vid remiss av statsverkspropositione,note,seg,0.6096203,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1965/prot-1965--ak--003.xml#L5230,prot-1965--ak--003
Anf 20 SAILA QUICKLUND ( M ),note,seg,0.61681855,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--082.xml#L4444,prot-201617--082
Anf 142 LENA EK ( c ),note,seg,0.587554,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/19992000/prot-19992000--115.xml#L9794,prot-19992000--115
7 74,note,seg,0.59485686,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198788/prot-198788--068.xml#L241,prot-198788--068
191 för utskottet,note,seg,0.6068959,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201415/prot-201415--082.xml#L9830,prot-201415--082
Då emellertid herr Peterson Eric Gustaf begärde rösträkning verkställdes nu votering medelst omröstningsapparat och befunnos vid omröstningens slut rösterna hava utfallit sålunda,note,seg,0.6376982,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1527,prot-1959--fk--008
Anf 10 Statsrådet ANDERS YGEMAN ( S ),note,seg,0.5584909,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--082.xml#L4429,prot-201617--082
Stockholm tryckt hos P Palmquists Aktiebolag 1903,note,seg,0.67725545,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1903/prot-1903--ak--067.xml#L2558,prot-1903--ak--067
Punkten 20 ),note,seg,0.54955935,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1904/prot-1904--ak--037.xml#L1184,prot-1904--ak--037
No 4,note,seg,0.6068959,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1896/prot-1896--ak--004.xml#L1133,prot-1896--ak--004
Tillämpning av allmänna prisregleringslagen tillika svar på interpellationer ang,note,seg,0.63081336,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1970/prot-1970--ak--044.xml#L3251,prot-1970--ak--044
Första Kammarens tillfälliga utskotts utlåtande no 5 i anledning af väckt motion om införande af helsovåräslära såsom läroämne vid rikets folkskolelärareseminarier,note,seg,0.6390096,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1895/prot-1895--fk--020.xml#L3094,prot-1895--fk--020
r 1 herr Ljunggren Elof 2 Nilsson Karl August 3 Roman,note,seg,0.60985285,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1914/prot-1914-a-fk--005.xml#L294,prot-1914-a-fk--005
B att motionen II 73 icke måtte föranleda någon riksdagens åtgärd,note,seg,0.67725545,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1952/prot-1952--ak--005.xml#L3725,prot-1952--ak--005
i Stockholm m m ( Forts ) menar att man vid planläggningen av sådana här byggen ändå får tänka på fredens behov på det praktiska behovet Att bygga speciellt med tanke på en krigssituation kan inte vara rimligt Det finns ju inte något särskilt system att bygga så att man fullständigt kan skydda sig mot risker om man inte vill spränga in lokaler i bombsäkra skyddsrum i bergen,seg,note,0.54955935,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1944/prot-1944--ak--018.xml#L4552,prot-1944--ak--018
Herr C A Larsson,note,seg,0.61681855,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1875/prot-1875--ak--023.xml#L3432,prot-1875--ak--023
m fl,note,seg,0.63081336,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1972/prot-1972--121.xml#L4298,prot-1972--121
Om ändring Jag ser icke mer än ett område der vi rört oss i stormmarschtakt Få 6 13 det är budgetens Jag ser icke mer än ett område der en våld 16 22 och 6 vel So 6 s ns a 28 riksdags SaM Omkastning försiggått nemligen tullagstiftningens Men det är ordningen ju icke åt dessa håll man vill reagera eftersom den senare före,note,seg,0.51970226,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1894/prot-1894--ak--011.xml#L2392,prot-1894--ak--011
Vad utskottet i dessa utlåtanden hemställt bifölls,note,seg,0.5889346,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1969/prot-1969--fk--039.xml#L4676,prot-1969--fk--039
5 ) de likalydande motionerna I 202 av herr Skårman och II 222 av herr Westberg i Ljusdal m fl,note,seg,0.60985285,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1969/prot-1969--fk--039.xml#L4707,prot-1969--fk--039
( Forts ) teelsen uteslutande och den förra i högst väsentlig grad just äro denna politiska reaktions eget verk,note,seg,0.54955935,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1894/prot-1894--ak--011.xml#L2402,prot-1894--ak--011
No 74 i anledning af Kongl Majts proposition ( No 13 ) med förslag till ändringar i förordningen om kyrkostämma samt kyrkoråd och skolråd den 21 Mars 1862 äfvensom i förordningen om kyrkostämma samt kyrkoråd och skolråd i Stockholm den 20 November 1863,note,seg,0.61681855,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1883/prot-1883--ak--063.xml#L2228,prot-1883--ak--063
Föredrogs ånyo statsutskottets den 4 och 6 innevarande maj bordlagda utlåtande no 116 i anledning af dels Kungl Majts proposition till Riksdagen angående förflyttning af flottans station i Stockholm till Elfvik å Lidingön dels ock en i anledning af samma proposition väckt motion,note,seg,0.587554,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1907/prot-1907--fk--037.xml#L107,prot-1907--fk--037
Herr Anderson i Råstock,note,seg,0.6068959,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1921/prot-1921--ak--060.xml#L854,prot-1921--ak--060
I motiveringen hade utskottet bland annat uttalat sin anslutning till ett av Kungl Majt framställt förslag enligt vilket den nuvarande 2 lönegraden skulle avskaffas såsom ordinarie biträdesgrad för kontorspersonalen,note,seg,0.63081336,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1947/prot-1947--fk--009.xml#L287,prot-1947--fk--009
r 5 i anledning av väckta motioner angående ändrad sista dag för val av justitieoch militieombudsmän,note,seg,0.5889346,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1576,prot-1959--fk--008
Andra Kammarens Prot 1878 No 26 3,note,seg,0.63417286,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1898/prot-1898--ak--022.xml#L2742,prot-1898--ak--022
Anf 38 Statsrådet ANDERS YGEMAN ( S ),note,seg,0.6376982,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--082.xml#L4429,prot-201617--082
Sedan kammarens ledamöter intagit sina platser samt voteringspropositionen ånyo upplästs verkställdes till en början omröstning genom uppresning Herr talmannen förklarade att enligt hans uppfattning flertalet röstat för japropositionen,note,seg,0.5885866,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1521,prot-1959--fk--008
2 Anmälan om fördröjda svar på interpellationer,note,seg,0.5584909,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--082.xml#L4371,prot-201617--082
4 Svar på interpellation 201617334 om fjärrstyrning av F 17G,note,seg,0.60985285,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--082.xml#L4377,prot-201617--082
Föredrogs ånyo statsutskottets utlåtande nr 146 i anledning av Kungl Majts proposition angående riktlinjer för utformningen av skolväsendets centrala ledning m m jämte i ämnet väckta motioner,note,seg,0.54955935,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1963/prot-1963--fk--027.xml#L10354,prot-1963--fk--027
